year,Argentina - ARG,Australia - AUS,Austria - AUT,Belgium - BEL,Brazil - BRA,Canada - CAN,Chile - CHL,"China, Hong Kong SAR - HKG",Colombia - COL,Denmark - DNK,Finland - FIN,France - FRA,Germany - DEU,Greece - GRC,Ireland - IRL,Italy - ITA,Japan - JPN,Mexico - MEX,Norway - NOR,Peru - PER,Portugal - PRT,Republic of Korea - KOR,Singapore - SGP,Spain - ESP,Sweden - SWE,Switzerland - CHE,United Kingdom - GBR,United States - USA
1988-01-01,1874.123837491852,1867.8535516565776,1812.131248954785,1650.9291395816272,1899.433176656579,1807.8145868299293,2360.6907216494847,2372.4387373355253,1989.3369306415573,1471.169687605984,1749.90811450974,1667.4075586446568,1629.3086039720306,2107.2548232734885,2084.4301765805567,1885.3231283076911,2080.437718372655,2173.5743810667204,1513.3364529714554,2138.455764211239,1954.3780939312767,2830.9740458809983,2367.778114343655,1756.5784019212515,1563.488159072843,1740.9549563062703,1754.7257383966244,1798.271529180383
1989-01-01,1862.0,1877.780871203877,1825.243228733994,1641.9371388213774,1889.0,1802.8204812898969,2370.2288659793817,2314.0312771708377,1979.0,1454.9504389048927,1750.0302822303872,1651.266780529462,1606.233420541392,2109.303995660558,2091.7549814179283,1873.100765639861,2061.361691434056,2174.5147637795276,1510.597302504817,2131.55599777986,1982.8489130006778,2728.084022336307,2427.1813500940852,1744.5603991714222,1562.3411589561445,1725.789018037576,1758.5569419131734,1810.2931027545183
1990-01-01,1850.0,1863.9597606640432,1826.0297782391108,1655.9281400042794,1879.0,1795.292759760993,2408.381443298969,2278.521849344949,1969.0,1440.4997551336514,1726.421973748177,1644.8506685849695,1583.1582371107534,2111.622917075572,2080.2445738163015,1856.4013585581804,2028.41875,2175.570866141732,1502.4295432458698,2124.6784935704104,1972.3800181799447,2674.1416798953687,2431.687529621363,1746.5283996217188,1558.6711585827502,1716.22087515004,1745.9440852211937,1795.5679097717468
1991-01-01,1837.960826568401,1850.4849851871822,1836.444171343395,1618.9741368799173,1868.4704974925346,1774.1893301491066,2370.2288659793817,2309.9045597901813,1958.9744766075949,1437.3112929071435,1707.337993738474,1637.7817276028034,1554.0634406112526,2112.8908660002758,2045.1901506660008,1847.4683131315237,2010.7418981481483,2168.140166695734,1500.4906771344456,2120.4772792949043,1893.1430679061282,2658.158763616517,2451.962451326159,1755.5294016812306,1545.4251572350718,1713.7752385080048,1720.5465838509315,1787.3378165373788
1992-01-01,1826.0,1846.5440602020892,1804.9313616325226,1596.0011349376118,1858.0,1772.3869785373288,2365.4597938144334,2224.171365040353,1949.0,1452.3665974871208,1706.447314002114,1635.152483324128,1565.0938477580814,2112.8689640560146,1996.794118704705,1850.497410937553,1962.130555555555,2160.7348469305894,1510.3244837758111,2126.325148353653,1876.256043482353,2636.182253733183,2455.633330644672,1747.5653998589942,1563.0081590240065,1723.1901620836209,1714.3304620203603,1774.8828523152486
1993-01-01,1850.3378069963333,1863.784511139976,1802.2981319687885,1552.0561312221796,1858.9997310381732,1771.122321320473,2370.2288659793817,2287.959306215714,1961.9569312296335,1448.9191758863465,1705.865145531666,1626.685884777196,1540.184348836595,2112.143821047202,1970.1109010828145,1850.6401796663417,1926.7768518518515,2153.354820161565,1506.588579795022,2119.629407415292,1863.6619302061167,2653.1641022794324,2482.5959451681338,1739.5523980255455,1594.68116224649,1719.4903308727678,1710.316072363676,1789.9547167062574
1994-01-01,1875.0,1869.9487517217176,1800.538069398797,1552.0561312221796,1860.0,1784.990535154293,2351.1525773195876,2291.9283582165235,1975.0,1406.66186407378,1726.8401486988848,1623.233565417966,1536.5769951688271,2110.1988180569183,1970.3725012556242,1850.3267706602016,1909.1,2146.0,1504.5739046701974,2117.7240828231425,1859.329582825573,2637.18118600068,2498.5400613570923,1738.5073977864402,1633.4432604041049,1741.3113391211332,1720.5904840322296,1807.827339306039
1995-01-01,1881.9611380085464,1870.3295777994476,1774.4363878643928,1578.0261334178736,1855.231695244771,1785.0163444852494,2313.0,2254.849753124249,1970.232767118925,1419.1434215664506,1732.4525185796863,1601.2115880735885,1530.5714736344041,2110.7062944802396,1962.0012957271138,1856.2128943332846,1911.6,2161.0,1487.7358490566037,2117.344181868554,1897.7178084248553,2645.1726441400565,2512.1887529966,1738.796397852566,1638.9310019132497,1720.266218542336,1722.6252493367158,1817.4743277792757
1996-01-01,1888.948119986359,1863.8229920762953,1807.2706167888987,1552.0571312222642,1850.4756145380572,1798.8071303262016,2313.0,2304.267736155164,1965.4770413311878,1412.2639757085942,1730.976833054693,1597.2815088944026,1516.7511890059648,2109.400482981905,1953.5991921070602,1866.151755985593,1914.8,2192.0,1482.200647249191,2112.009061410462,1898.7713008184814,2634.184389198389,2533.2265319773533,1740.339289270777,1651.4807490417247,1696.8719427555793,1722.0924989687157,1823.5205219268983
1997-01-01,1895.9610418819373,1861.0985084276329,1815.6919556707282,1565.0441323202804,1845.7317265422307,1796.6778605223114,2256.0,2257.8131808888506,1960.7327948610955,1428.0894549098496,1726.785549293172,1595.6453282143304,1507.6761303890642,2107.9447675407273,1954.1941393221973,1859.8638982085206,1887.1,2241.0,1477.5381850853548,2111.4958763506056,1893.7205193046311,2579.243114490054,2547.505948307338,1742.6367719153895,1656.3065736756196,1687.4536095430333,1721.1954421646892,1828.4882756219724
1998-01-01,1903.0,1846.6295588496605,1794.030506559538,1576.0341332494554,1841.0,1792.6430017828193,2299.0,2259.1527095241913,1956.0,1441.134979278203,1716.5051182172297,1585.2896809121482,1504.5590336407327,2108.434424646345,1953.1940435581212,1873.1329281065643,1866.5,2168.0,1475.711159737418,2104.992581807912,1909.1866623577384,2485.3434813521358,2535.0982752341156,1751.1058706062418,1655.183735013011,1695.534484853394,1716.999440194066,1839.196147270202
1999-01-01,1887.2850062069106,1848.4750028632234,1797.97135268246,1575.3821331943307,1813.8428151365445,1791.860118743813,2277.0,2301.925696262188,1956.0,1456.4972557107178,1716.14964718413,1578.3045097725087,1491.5132924335378,2104.8524085244576,1941.8828748344167,1869.8780180028602,1850.9,2242.0,1474.8482220294884,2101.3551506994395,1910.9542612968355,2492.336007224115,2556.511322932088,1756.2737336801497,1664.77678784125,1717.400976178042,1708.6103928370956,1841.3334555513804
2000-01-01,1862.1362674780219,1847.4800680912945,1798.4322111761214,1589.1026108961726,1837.927049971237,1786.1863674885994,2263.0,2330.667076330142,1956.0,1465.937244796109,1704.7134533437688,1558.3388016561207,1465.9378049085587,2107.6384428641322,1932.7237881825688,1850.1979712183982,1858.5,2174.0,1456.4655172413793,2101.2346840517193,1920.5614594613894,2509.317855770264,2574.278334340168,1752.820758387454,1643.4384300595239,1712.7430820604757,1692.953954190696,1844.853979581936
2001-01-01,1811.1525697346522,1814.1289321970796,1785.4201480698043,1581.243158905425,1828.3263944361488,1773.0408149215536,2242.0,2326.3577894835867,1956.0,1468.677110624733,1689.9165061014771,1537.956603773585,1458.1650317368724,2101.130446032927,1923.5293781239636,1837.6362165154806,1843.1,2146.0,1423.982869379015,2100.584927807757,1903.9317049018632,2496.3317362938033,2553.5078887494365,1762.0697833549825,1620.152108570908,1672.8507174669637,1695.9764722863742,1823.659338309164
2002-01-01,1710.0365596731456,1808.1211102857962,1782.8479401224863,1593.6455514309664,1818.725738901061,1754.3634624195536,2250.0,2343.4307933146456,2032.288623742382,1462.5845844407731,1682.4987311791574,1503.8867346156794,1448.923511319518,2093.2151483101015,1904.276271339129,1826.1900952444776,1830.6,2196.0,1406.8015497201893,2098.3081690655704,1896.9853959180027,2461.3691069339084,2545.019339475091,1763.6474183052765,1597.0250153643046,1651.2582839352974,1678.5613956609259,1806.6908128037055
2003-01-01,1713.5746140705596,1801.5743358760267,1773.9778545002273,1598.2198676766707,1811.1825146205338,1743.8031445032914,2235.0,2330.8987603005194,2016.2487367446968,1457.8290105667627,1676.4135021097047,1507.2567707335759,1443.408007747789,2091.478708449,1886.7864348691303,1815.103813227002,1834.2,2143.0,1389.423076923077,2100.9212089196235,1889.9554722471125,2421.4118162369286,2550.024045717861,1754.6331701272568,1583.2997573371183,1664.540531582513,1669.3803428267709,1790.8416783127977
2004-01-01,1743.3998755515925,1799.364187000947,1776.4658384768554,1587.8026490695024,1803.1260891787647,1753.7999586936753,2232.0,2354.375078378426,2004.2563607523357,1458.0755425177194,1677.691500524659,1530.8560116292415,1442.5842182815913,2082.5518180574227,1875.2559571863153,1814.6155424173173,1841.9,2123.0,1404.9694856146468,2099.53957604442,1896.0876193184286,2389.445983679424,2515.5841119738225,1739.901200090972,1606.8490940107888,1694.9532878363664,1666.7157378198388,1789.5274600050323
2005-01-01,1771.678525116211,1797.0736019002306,1752.4893490665909,1577.6764485631377,1783.13122718687,1744.01822226126,2157.0,2346.386085388613,2013.9286609635826,1451.3639172738901,1667.038736615817,1532.0759089700239,1432.423494696141,2136.2390168005563,1883.193701268919,1811.1017184261632,1828.2,2105.0,1406.3848144952544,2100.5693882935607,1898.144004316638,2348.489760714948,2515.7248010222056,1723.7191693225877,1605.5138421852687,1689.9702267496007,1669.7371727657953,1787.013857129124
2006-01-01,1775.920325683024,1786.9062929171284,1735.6695333098182,1591.6376637200908,1779.1678511674938,1743.5407496385692,2165.0,2315.494958606379,2037.6602815248182,1455.7018067844017,1661.7432235026781,1515.0112000601346,1453.1885339057962,2125.3363740504806,1878.8129566488067,1811.8516147617065,1836.4,2067.0,1399.6655518394648,2100.7645961963367,1886.3386855198526,2343.4950993778625,2507.1008726359023,1713.7406336685794,1603.9514159051841,1679.2383817442083,1663.9857229882195,1787.3511641754162
2007-01-01,1787.5447239313905,1786.2519953335295,1724.7791403857225,1593.6575317521738,1774.2664847889203,1742.9256272507791,2128.0,2327.7800560632004,2061.6715494367168,1432.7697679928308,1658.0253285164158,1536.8155008891524,1454.0872069924512,2110.9885778518355,1864.9322829648022,1817.7074408384578,1826.9,2045.0,1405.2313883299798,2116.982285939419,1903.4842875149657,2303.537808680883,2484.9012759894554,1701.3077976668399,1616.890264117582,1668.8700287965526,1665.8213629246375,1785.8835054158808
2008-01-01,1789.7649726240065,1786.4765795004903,1717.1951001802338,1582.5051435727703,1771.2618621635684,1740.3059801587203,2095.0,2277.0227989399477,2085.9657599921775,1430.0546003047302,1653.7998524329153,1542.7960853698994,1447.3284685831823,2106.260038382657,1843.8962075848303,1806.5393912388554,1807.7,2105.0,1406.786271450858,2123.1330952453136,1890.3618608185222,2216.630701414944,2477.4690800489825,1710.1262024617738,1627.1318510063875,1659.4589794661283,1660.468805373205,1765.766302672826
2009-01-01,1751.6228442566405,1757.9603951166655,1673.0751075599262,1563.2252139241075,1764.5467105247833,1710.8360257618517,2074.0,2251.9987809407794,2051.219176230017,1417.0283952563632,1632.5205195633116,1531.451172676088,1405.0558638730656,2081.2116380202942,1811.8029862915967,1775.1696349100707,1757.7,1973.0,1387.0841487279843,2123.404334363085,1890.794040095595,2167.461498843277,2440.5143381977755,1715.8045586198211,1613.096305595409,1650.7787904079337,1638.3317327479765,1728.6076494198196
2010-01-01,1760.2247824375165,1763.3227871291754,1665.843868420603,1573.830710676846,1761.3457471387326,1714.2084450068007,2070.0,2302.0800185144344,2045.4346121151216,1422.3063568471873,1637.912374233375,1539.8030619086642,1425.745468719548,2019.570798303255,1720.9738165939793,1776.7732459609085,1779.3,2150.0,1395.3670985473107,2132.4568509245023,1893.6356190198571,2153.4132477281046,2476.2314600838,1705.7755345818443,1640.514111331388,1624.3463818844202,1643.2078279761192,1735.0112060231488
2011-01-01,1760.2303688691725,1765.2895469442872,1671.6877905789354,1590.2343509773775,1769.6213786196788,1712.6512820391074,2047.0,2256.894476847122,2029.6956226286218,1436.9801516527132,1630.3018346813967,1546.3311889973381,1426.8967841324861,2037.7003163069228,1736.531497537855,1772.557374938128,1775.3,2121.0,1400.15479876161,2132.875305382398,1870.6033206817217,2126.3198173404276,2433.726248069556,1710.6916594777706,1640.9914224757263,1619.3169128291083,1639.8158470270866,1744.9083649022216
2012-01-01,1736.103360116803,1757.2184503263384,1647.8528759904498,1587.2950747966058,1765.1021724870493,1720.6306668597454,2024.0,2233.4591461994364,2016.91606511415,1423.347826558383,1619.733187277493,1540.8806190125276,1407.982103334206,2055.374133420377,1737.8612527431735,1733.6422732078152,1786.8,2120.0,1396.2836556693212,2134.4730336735947,1853.090178873501,2110.264662509818,2441.2637494862242,1696.7266181136667,1627.2945346098156,1603.2313689246027,1655.0190254907902,1746.8585644725867
2013-01-01,1725.8735529094804,1756.289630422355,1632.067624538778,1585.5950866418075,1751.5537707816782,1714.9354078287347,2015.0,2225.535761141366,2011.7548556549825,1425.6351214574897,1612.173296014507,1526.2420007355645,1396.4580873671782,2059.2199033946936,1743.4726353913131,1719.0903002613113,1766.5,2136.0,1386.721680420105,2137.3582189149747,1863.2164613936097,2100.230124034562,2430.666637189011,1689.8244096434269,1617.9559075342465,1582.8923711392479,1665.97488620572,1752.5327760959776
2014-01-01,1705.4283684101129,1746.4962390251244,1621.5657644545647,1581.595988726486,1738.8688781138135,1709.6014794311113,1990.0,2175.430430139056,2004.7930598198523,1413.8082286033734,1609.5339905768699,1518.1110338772226,1400.4119753751083,2020.8816210803898,1757.0305924874144,1716.3411790305165,1762.1,2134.0,1389.3838158871567,2134.607512853037,1870.8341919658587,2070.312296310026,2390.985746278379,1690.5639965087253,1619.4304892979274,1575.321497230385,1672.4340318988084,1758.2685169065576
2015-01-01,1703.4685392099657,1746.483472454062,1605.2805480756217,1575.4568687328092,1722.8758054408202,1710.7801055447796,1988.0,2185.513767912028,1997.0325109823623,1407.148108872393,1607.1400269434978,1519.484356175386,1400.7930986503409,2031.1404415310874,1770.5843075113862,1717.4689796950588,1756.9,2140.0,1391.9468045807166,2133.841669625713,1878.6016495404103,2077.2931006161734,2362.4236019356877,1694.2371882233329,1620.925637025481,1589.475082024818,1669.4651547479202,1770.0231741048067
2016-01-01,1646.5125323174207,1736.0810643034163,1618.2107787244922,1574.1541719247962,1714.6750280245906,1705.1923853927535,1974.0,2176.5681363952413,1989.1789696608173,1412.0457508387076,1606.3032502366677,1522.06935829071,1394.754323674264,2030.0903985520556,1762.923210708126,1721.697513350799,1747.1,2146.0,1394.475138121547,2139.4217715634168,1884.829650785185,2062.334165117327,2351.11128431388,1701.4500619526193,1634.1693046053304,1590.2266622874977,1667.6988989871943,1766.7441252679635
2017-01-01,1648.8128319055493,1736.800304129141,1608.1809674225103,1577.9176663720168,1709.5943512355575,1693.784661110095,1954.0,2147.5743617163166,1974.231456035449,1405.4040179335364,1600.3200874385197,1505.3678615042022,1391.3397215693365,2045.241374320136,1774.749783129833,1719.1592908032762,1743.7,2148.0,1380.7790316709138,2139.6017594970945,1873.6190813309456,2012.4712925821711,2333.3446982611663,1689.476219704042,1621.4727106008052,1569.5308662681346,1668.9490594877873,1763.7266760204493
2018-01-01,1638.4400391564332,1729.3420631214626,1612.6927480831005,1583.2639970106495,1706.0571693862848,1707.0592603319217,1940.6,2147.5743617163166,1968.3672617956981,1381.9294509892588,1597.730474848635,1495.4579213203385,1389.9317786596514,2044.4310059429797,1785.402162709535,1722.3184557044942,1729.0,2149.0,1382.5214899713467,2139.6017594970945,1867.8520122251477,1987.5397228404936,2306.0086883635418,1695.5010168191475,1620.7348412028955,1561.1827969753444,1663.1888838367101,1774.7038111183933
2019-01-01,1609.0689977826453,1726.797659012843,1611.3742228330175,1586.43099700467,1707.7950578668176,1689.2809328582302,1914.4,2147.5743617163166,1968.3672617956981,1380.607643405578,1590.6945380984491,1504.912352837814,1386.1968343796975,2036.4635206703026,1771.9779423072698,1717.8338176527566,1691.0852595038518,2137.0,1384.0732910500353,2139.6017594970945,1864.5883604892301,1979.5262575735223,2330.1658748617556,1685.9515055771453,1605.2766023828558,1556.8828443574903,1667.9477114219292,1765.346390059217
